1,Area Code4,Area,Bungalow,Flat/Maisonette,Terraced House,Semi0detached House,Detached House,Unknown,AREA_NAME,BP_PRE_1900,Por_1,BP_1900_1918,Por_2,BP_1919_1929,Por_3,BP_1930_1939,Por_4,Por_14,BP_1945_1954,Por_5,BP_1955_1964,Por_6,BP_1965_1972,Por_7,Por_15,BP_1973_1982,Por_8,BP_1983_1992,Por_9,BP_1993_1999,Por_10,Por_16,BP_2000_2009,Por_11,BP_2010_2015,Por_12,BP_UNKNOWN,Por_13,Por_17,ALL_PROPERTIES,MODE1_VAL,MODE1_TYPE,MODE1_PC,MODE2_VAL,MODE2_TYPE,MODE2_PC,MODE2_MODE1_RATIO
LSOA,E01004614,Wandsworth 034A,0,560,300,10,0,10,Wandsworth 034A,520,0.590909091,230,0.261363636,0,0,1,0.001136364,0.001136364,1,0.001136364,0,0,0,0,0.001136364,50,0.056818182,0,0,10,0.011363636,0.068181818,30,0.034090909,30,0.034090909,10,0.011363636,0.079545454,880,520,BP_PRE_1900,0.59,230,BP_1900_1918,0.26,0.44
LSOA,E01004615,Wandsworth 034B,0,620,140,10,0,10,Wandsworth 034B,220,0.282051282,20,0.025641026,1,0.001282051,60,0.076923077,0.078205128,60,0.076923077,20,0.025641026,300,0.384615385,0.487179488,80,0.102564103,0,0,0,0,0.102564103,0,0,0,0,30,0.038461538,0.038461538,780,300,BP_1965_1972,0.38,220,BP_PRE_1900,0.28,0.73
LSOA,E01004616,Wandsworth 034C,0,620,150,20,0,20,Wandsworth 034C,720,0.9,20,0.025,0,0,10,0.0125,0.0125,0,0,0,0,10,0.0125,0.0125,0,0,10,0.0125,10,0.0125,0.025,10,0.0125,0,0,20,0.025,0.0375,800,720,BP_PRE_1900,0.9,20,BP_UNKNOWN,0.03,0.03
LSOA,E01004617,Wandsworth 034D,0,430,300,10,0,0,Wandsworth 034D,280,0.363636364,130,0.168831169,0,0,140,0.181818182,0.181818182,0,0,0,0,50,0.064935065,0.064935065,30,0.038961039,0,0,10,0.012987013,0.051948052,1,0.001298701,130,0.168831169,1,0.001298701,0.171428571,770,280,BP_PRE_1900,0.36,140,BP_1930_1939,0.18,0.5
LSOA,E01004618,Wandsworth 032D,0,130,390,20,10,0,Wandsworth 032D,230,0.425925926,100,0.185185185,170,0.314814815,30,0.055555556,0.370370371,0,0,0,0,0,0,0,0,0,10,0.018518519,0,0,0.018518519,10,0.018518519,0,0,1,0.001851852,0.020370371,540,230,BP_PRE_1900,0.43,170,BP_1919_1929,0.31,0.74
LSOA,E01004619,Wandsworth 015E,0,240,70,200,40,0,Wandsworth 015E,310,0.563636364,40,0.072727273,30,0.054545455,0,0,0.054545455,10,0.018181818,0,0,1,0.001818182,0.02,10,0.018181818,10,0.018181818,130,0.236363636,0.272727272,1,0.001818182,1,0.001818182,10,0.018181818,0.021818182,550,310,BP_PRE_1900,0.56,130,BP_1993_1999,0.24,0.42
LSOA,E01004620,Wandsworth 019C,0,450,200,30,10,0,Wandsworth 019C,510,0.75,140,0.205882353,10,0.014705882,0,0,0.014705882,0,0,10,0.014705882,0,0,0.014705882,10,0.014705882,1,0.001470588,0,0,0.01617647,10,0.014705882,0,0,1,0.001470588,0.01617647,680,510,BP_PRE_1900,0.75,140,BP_1900_1918,0.21,0.27
LSOA,E01004621,Wandsworth 019D,0,430,140,80,30,10,Wandsworth 019D,350,0.5,140,0.2,1,0.001428571,30,0.042857143,0.044285714,0,0,70,0.1,20,0.028571429,0.128571429,20,0.028571429,10,0.014285714,1,0.001428571,0.044285714,30,0.042857143,20,0.028571429,10,0.014285714,0.085714286,700,350,BP_PRE_1900,0.5,140,BP_1900_1918,0.2,0.4
LSOA,E01004622,Wandsworth 024D,0,460,70,10,10,10,Wandsworth 024D,120,0.214285714,0,0,0,0,20,0.035714286,0.035714286,0,0,230,0.410714286,40,0.071428571,0.482142857,0,0,50,0.089285714,70,0.125,0.214285714,10,0.017857143,0,0,10,0.017857143,0.035714286,560,230,BP_1955_1964,0.41,120,BP_PRE_1900,0.21,0.52
LSOA,E01004623,Wandsworth 019E,0,350,380,10,0,0,Wandsworth 019E,590,0.797297297,60,0.081081081,1,0.001351351,1,0.001351351,0.002702702,1,0.001351351,50,0.067567568,10,0.013513514,0.082432433,10,0.013513514,10,0.013513514,1,0.001351351,0.028378379,10,0.013513514,0,0,10,0.013513514,0.027027028,740,590,BP_PRE_1900,0.8,60,BP_1900_1918,0.08,0.1
LSOA,E01004624,Wandsworth 024E,0,430,120,90,0,0,Wandsworth 024E,240,0.375,160,0.25,130,0.203125,60,0.09375,0.296875,0,0,0,0,0,0,0,0,0,40,0.0625,0,0,0.0625,20,0.03125,10,0.015625,1,0.0015625,0.0484375,640,240,BP_PRE_1900,0.38,160,BP_1900_1918,0.25,0.67
LSOA,E01004625,Wandsworth 027E,0,30,230,200,20,0,Wandsworth 027E,20,0.041666667,300,0.625,80,0.166666667,40,0.083333333,0.25,10,0.020833333,0,0,40,0.083333333,0.104166666,1,0.002083333,0,0,0,0,0.002083333,1,0.002083333,0,0,1,0.002083333,0.004166666,480,300,BP_1900_1918,0.63,80,BP_1919_1929,0.17,0.27
LSOA,E01004626,Wandsworth 027F,0,160,410,110,20,30,Wandsworth 027F,110,0.148648649,150,0.202702703,20,0.027027027,20,0.027027027,0.054054054,1,0.001351351,10,0.013513514,1,0.001351351,0.016216216,100,0.135135135,150,0.202702703,60,0.081081081,0.418918919,80,0.108108108,1,0.001351351,40,0.054054054,0.163513513,740,150,BP_1983_1992,0.2,150,BP_1900_1918,0.2,1
LSOA,E01004627,Wandsworth 019F,0,340,280,10,0,0,Wandsworth 019F,460,0.71875,80,0.125,0,0,0,0,0,30,0.046875,50,0.078125,1,0.0015625,0.1265625,10,0.015625,0,0,1,0.0015625,0.0171875,1,0.0015625,0,0,1,0.0015625,0.003125,640,460,BP_PRE_1900,0.72,80,BP_1900_1918,0.13,0.17
LSOA,E01004628,Wandsworth 022A,30,650,160,80,10,20,Wandsworth 022A,40,0.042553191,1,0.00106383,0,0,30,0.031914894,0.031914894,0,0,130,0.138297872,260,0.276595745,0.414893617,1,0.00106383,30,0.031914894,0,0,0.032978724,420,0.446808511,10,0.010638298,30,0.031914894,0.489361703,940,420,BP_2000_2009,0.45,260,BP_1965_1972,0.28,0.62
LSOA,E01004629,Wandsworth 020F,0,260,20,250,80,0,Wandsworth 020F,30,0.048387097,30,0.048387097,10,0.016129032,310,0.5,0.516129032,60,0.096774194,1,0.001612903,1,0.001612903,0.1,60,0.096774194,60,0.096774194,1,0.001612903,0.195161291,60,0.096774194,10,0.016129032,1,0.001612903,0.114516129,620,310,BP_1930_1939,0.5,60,BP_2000_2009,0.1,0.19
LSOA,E01004630,Wandsworth 022B,0,600,60,20,10,0,Wandsworth 022B,0,0,0,0,0,0,30,0.042857143,0.042857143,30,0.042857143,520,0.742857143,60,0.085714286,0.871428572,10,0.014285714,10,0.014285714,40,0.057142857,0.085714285,0,0,1,0.001428571,1,0.001428571,0.002857142,700,520,BP_1955_1964,0.74,60,BP_1965_1972,0.09,0.12
LSOA,E01004631,Wandsworth 022C,0,570,60,30,20,0,Wandsworth 022C,10,0.014705882,10,0.014705882,1,0.001470588,10,0.014705882,0.01617647,370,0.544117647,70,0.102941176,110,0.161764706,0.808823529,0,0,60,0.088235294,40,0.058823529,0.147058823,0,0,10,0.014705882,0,0,0.014705882,680,370,BP_1945_1954,0.54,110,BP_1965_1972,0.16,0.3
LSOA,E01004632,Wandsworth 028A,0,370,180,0,40,10,Wandsworth 028A,70,0.114754098,150,0.245901639,20,0.032786885,20,0.032786885,0.06557377,20,0.032786885,220,0.360655738,110,0.180327869,0.573770492,1,0.001639344,1,0.001639344,0,0,0.003278688,10,0.016393443,1,0.001639344,1,0.001639344,0.019672131,610,220,BP_1955_1964,0.36,150,BP_1900_1918,0.25,0.68
LSOA,E01004633,Wandsworth 022D,0,600,30,0,0,0,Wandsworth 022D,0,0,0,0,0,0,1,0.001612903,0.001612903,30,0.048387097,500,0.806451613,60,0.096774194,0.951612904,20,0.032258065,0,0,0,0,0.032258065,1,0.001612903,0,0,10,0.016129032,0.017741935,620,500,BP_1955_1964,0.81,60,BP_1965_1972,0.1,0.12
LSOA,E01004634,Wandsworth 028B,0,640,90,0,10,0,Wandsworth 028B,10,0.013333333,1,0.001333333,1,0.001333333,80,0.106666667,0.108,220,0.293333333,80,0.106666667,100,0.133333333,0.533333333,40,0.053333333,180,0.24,0,0,0.293333333,20,0.026666667,20,0.026666667,0,0,0.053333334,750,220,BP_1945_1954,0.29,180,BP_1983_1992,0.24,0.82
LSOA,E01004635,Wandsworth 028C,0,420,250,10,10,0,Wandsworth 028C,0,0,10,0.014285714,10,0.014285714,1,0.001428571,0.015714285,200,0.285714286,100,0.142857143,90,0.128571429,0.557142858,200,0.285714286,30,0.042857143,0,0,0.328571429,60,0.085714286,1,0.001428571,1,0.001428571,0.088571428,700,200,BP_1973_1982,0.29,200,BP_1945_1954,0.29,1
LSOA,E01004636,Wandsworth 028D,10,570,70,0,40,0,Wandsworth 028D,20,0.028985507,1,0.001449275,0,0,40,0.057971014,0.057971014,300,0.434782609,80,0.115942029,30,0.043478261,0.594202899,0,0,20,0.028985507,180,0.260869565,0.289855072,10,0.014492754,1,0.001449275,1,0.001449275,0.017391304,690,300,BP_1945_1954,0.43,180,BP_1993_1999,0.26,0.6
LSOA,E01004637,Wandsworth 028E,0,470,30,90,30,0,Wandsworth 028E,1,0.001612903,1,0.001612903,1,0.001612903,20,0.032258065,0.033870968,220,0.35483871,1,0.001612903,80,0.129032258,0.485483871,230,0.370967742,40,0.064516129,0,0,0.435483871,20,0.032258065,1,0.001612903,1,0.001612903,0.035483871,620,230,BP_1973_1982,0.37,220,BP_1945_1954,0.35,0.96
LSOA,E01004638,Wandsworth 011B,0,80,100,150,190,0,Wandsworth 011B,60,0.115384615,220,0.423076923,90,0.173076923,30,0.057692308,0.230769231,70,0.134615385,30,0.057692308,1,0.001923077,0.19423077,10,0.019230769,10,0.019230769,1,0.001923077,0.040384615,1,0.001923077,10,0.019230769,0,0,0.021153846,520,220,BP_1900_1918,0.42,90,BP_1919_1929,0.17,0.41
LSOA,E01004639,Wandsworth 011C,0,570,150,30,70,0,Wandsworth 011C,130,0.158536585,40,0.048780488,50,0.06097561,170,0.207317073,0.268292683,1,0.001219512,160,0.195121951,100,0.12195122,0.318292683,60,0.073170732,60,0.073170732,20,0.024390244,0.170731708,20,0.024390244,1,0.001219512,1,0.001219512,0.026829268,820,170,BP_1930_1939,0.21,160,BP_1955_1964,0.2,0.94
LSOA,E01004640,Wandsworth 011D,0,560,110,160,30,0,Wandsworth 011D,320,0.372093023,150,0.174418605,10,0.011627907,220,0.255813953,0.26744186,0,0,10,0.011627907,10,0.011627907,0.023255814,40,0.046511628,50,0.058139535,30,0.034883721,0.139534884,20,0.023255814,10,0.011627907,10,0.011627907,0.046511628,860,320,BP_PRE_1900,0.37,220,BP_1930_1939,0.26,0.69
LSOA,E01004641,Wandsworth 011E,0,370,330,70,30,10,Wandsworth 011E,70,0.086419753,120,0.148148148,230,0.283950617,50,0.061728395,0.345679012,70,0.086419753,10,0.012345679,60,0.074074074,0.172839506,100,0.12345679,20,0.024691358,0,0,0.148148148,50,0.061728395,10,0.012345679,10,0.012345679,0.086419753,810,230,BP_1919_1929,0.28,120,BP_1900_1918,0.15,0.52
LSOA,E01004642,Wandsworth 016B,0,380,450,20,0,0,Wandsworth 016B,10,0.011627907,20,0.023255814,450,0.523255814,1,0.001162791,0.524418605,150,0.174418605,20,0.023255814,30,0.034883721,0.23255814,0,0,40,0.046511628,0,0,0.046511628,10,0.011627907,130,0.151162791,1,0.001162791,0.163953489,860,450,BP_1919_1929,0.52,150,BP_1945_1954,0.17,0.33
LSOA,E01004643,Wandsworth 016C,0,800,50,10,10,10,Wandsworth 016C,1,0.001123596,10,0.011235955,0,0,230,0.258426966,0.258426966,170,0.191011236,420,0.471910112,1,0.001123596,0.664044944,10,0.011235955,30,0.033707865,1,0.001123596,0.046067416,10,0.011235955,0,0,10,0.011235955,0.02247191,890,420,BP_1955_1964,0.47,230,BP_1930_1939,0.26,0.55
LSOA,E01004644,Wandsworth 016D,0,450,540,30,90,0,Wandsworth 016D,10,0.009009009,20,0.018018018,370,0.333333333,60,0.054054054,0.387387387,60,0.054054054,80,0.072072072,40,0.036036036,0.162162162,50,0.045045045,0,0,0,0,0.045045045,200,0.18018018,230,0.207207207,1,0.000900901,0.388288288,1110,370,BP_1919_1929,0.33,230,BP_2010_2015,0.21,0.62
LSOA,E01004645,Wandsworth 016E,0,820,30,10,0,0,Wandsworth 016E,0,0,0,0,0,0,120,0.141176471,0.141176471,380,0.447058824,330,0.388235294,0,0,0.835294118,20,0.023529412,0,0,0,0,0.023529412,10,0.011764706,0,0,0,0,0.011764706,850,380,BP_1945_1954,0.45,330,BP_1955_1964,0.39,0.87
LSOA,E01004646,Westminster 002A,0,350,70,140,100,0,Westminster 002A,290,0.439393939,1,0.001515152,1,0.001515152,40,0.060606061,0.062121213,110,0.166666667,90,0.136363636,80,0.121212121,0.424242424,0,0,0,0,40,0.060606061,0.060606061,1,0.001515152,1,0.001515152,1,0.001515152,0.004545456,660,290,BP_PRE_1900,0.44,110,BP_1945_1954,0.17,0.38
LSOA,E01004647,Westminster 001A,0,560,90,70,60,0,Westminster 001A,170,0.215189873,1,0.001265823,10,0.012658228,110,0.139240506,0.151898734,160,0.202531646,230,0.291139241,10,0.012658228,0.506329115,40,0.050632911,1,0.001265823,30,0.037974684,0.089873418,10,0.012658228,1,0.001265823,10,0.012658228,0.026582279,790,230,BP_1955_1964,0.29,170,BP_PRE_1900,0.22,0.74
LSOA,E01004648,Westminster 002B,0,950,140,60,40,30,Westminster 002B,690,0.56557377,10,0.008196721,0,0,240,0.196721311,0.196721311,80,0.06557377,70,0.057377049,20,0.016393443,0.139344262,80,0.06557377,20,0.016393443,1,0.000819672,0.082786885,10,0.008196721,1,0.000819672,10,0.008196721,0.017213114,1220,690,BP_PRE_1900,0.57,240,BP_1930_1939,0.2,0.35
LSOA,E01004649,Westminster 001B,0,660,130,40,40,20,Westminster 001B,100,0.113636364,0,0,10,0.011363636,270,0.306818182,0.318181818,30,0.034090909,110,0.125,150,0.170454545,0.329545454,50,0.056818182,70,0.079545455,60,0.068181818,0.204545455,20,0.022727273,0,0,30,0.034090909,0.056818182,880,270,BP_1930_1939,0.31,150,BP_1965_1972,0.17,0.56
LSOA,E01004650,Westminster 002C,0,830,130,40,20,10,Westminster 002C,600,0.582524272,60,0.058252427,10,0.009708738,260,0.252427184,0.262135922,10,0.009708738,20,0.019417476,20,0.019417476,0.04854369,10,0.009708738,10,0.009708738,10,0.009708738,0.029126214,10,0.009708738,0,0,10,0.009708738,0.019417476,1030,600,BP_PRE_1900,0.58,260,BP_1930_1939,0.25,0.43
LSOA,E01004651,Westminster 003A,0,1260,10,20,20,0,Westminster 003A,30,0.022900763,140,0.106870229,10,0.007633588,910,0.694656489,0.702290077,1,0.000763359,0,0,10,0.007633588,0.008396947,50,0.038167939,110,0.083969466,1,0.000763359,0.122900764,20,0.015267176,10,0.007633588,1,0.000763359,0.023664123,1310,910,BP_1930_1939,0.69,140,BP_1900_1918,0.11,0.15
LSOA,E01004652,Westminster 017A,0,990,20,0,0,40,Westminster 017A,250,0.235849057,0,0,1,0.000943396,440,0.41509434,0.416037736,0,0,0,0,20,0.018867925,0.018867925,240,0.226415094,50,0.047169811,20,0.018867925,0.29245283,1,0.000943396,20,0.018867925,1,0.000943396,0.020754717,1060,440,BP_1930_1939,0.42,250,BP_PRE_1900,0.24,0.57
LSOA,E01004653,Westminster 014A,0,700,220,30,0,40,Westminster 014A,810,0.81,1,0.001,0,0,10,0.01,0.01,0,0,0,0,20,0.02,0.02,30,0.03,60,0.06,10,0.01,0.1,50,0.05,0,0,10,0.01,0.06,1000,810,BP_PRE_1900,0.81,60,BP_1983_1992,0.06,0.07
LSOA,E01004654,Westminster 014B,0,1230,100,20,0,10,Westminster 014B,1090,0.795620438,0,0,0,0,0,0,0,1,0.000729927,20,0.01459854,20,0.01459854,0.029927007,80,0.058394161,0,0,1,0.000729927,0.059124088,150,0.109489051,1,0.000729927,10,0.00729927,0.117518248,1370,1090,BP_PRE_1900,0.8,150,BP_2000_2009,0.11,0.14
LSOA,E01004656,Westminster 014D,0,1200,40,20,0,20,Westminster 014D,980,0.753846154,30,0.023076923,0,0,100,0.076923077,0.076923077,1,0.000769231,1,0.000769231,30,0.023076923,0.024615385,10,0.007692308,140,0.107692308,1,0.000769231,0.116153847,0,0,20,0.015384615,10,0.007692308,0.023076923,1300,980,BP_PRE_1900,0.75,140,BP_1983_1992,0.11,0.14
LSOA,E01004657,Westminster 012A,0,810,120,0,0,30,Westminster 012A,650,0.670103093,20,0.020618557,0,0,60,0.06185567,0.06185567,1,0.001030928,60,0.06185567,80,0.082474227,0.145360825,10,0.010309278,40,0.041237113,10,0.010309278,0.061855669,20,0.020618557,1,0.001030928,20,0.020618557,0.042268042,970,650,BP_PRE_1900,0.67,80,BP_1965_1972,0.08,0.12
LSOA,E01004658,Westminster 012B,0,1200,20,0,0,10,Westminster 012B,230,0.18852459,70,0.057377049,1,0.000819672,570,0.467213115,0.468032787,30,0.024590164,170,0.139344262,0,0,0.163934426,1,0.000819672,20,0.016393443,0,0,0.017213115,120,0.098360656,10,0.008196721,1,0.000819672,0.107377049,1220,570,BP_1930_1939,0.47,230,BP_PRE_1900,0.19,0.4
LSOA,E01004659,Westminster 008A,0,920,140,0,0,10,Westminster 008A,480,0.448598131,30,0.028037383,0,0,150,0.140186916,0.140186916,70,0.065420561,10,0.009345794,110,0.102803738,0.177570093,30,0.028037383,110,0.102803738,80,0.074766355,0.205607476,1,0.000934579,1,0.000934579,1,0.000934579,0.002803737,1070,480,BP_PRE_1900,0.45,150,BP_1930_1939,0.14,0.31
LSOA,E01004660,Westminster 008B,0,1080,20,0,0,20,Westminster 008B,410,0.366071429,200,0.178571429,130,0.116071429,200,0.178571429,0.294642858,0,0,20,0.017857143,0,0,0.017857143,1,0.000892857,80,0.071428571,10,0.008928571,0.081249999,50,0.044642857,0,0,20,0.017857143,0.0625,1120,410,BP_PRE_1900,0.37,200,BP_1930_1939,0.18,0.49
LSOA,E01004661,Westminster 012C,0,930,50,0,0,50,Westminster 012C,580,0.563106796,60,0.058252427,1,0.000970874,130,0.126213592,0.127184466,30,0.029126214,20,0.019417476,1,0.000970874,0.049514564,20,0.019417476,40,0.038834951,10,0.009708738,0.067961165,70,0.067961165,60,0.058252427,20,0.019417476,0.145631068,1030,580,BP_PRE_1900,0.56,130,BP_1930_1939,0.13,0.22
LSOA,E01004662,Westminster 012D,0,1010,100,0,0,30,Westminster 012D,760,0.672566372,80,0.07079646,10,0.008849558,30,0.026548673,0.035398231,20,0.017699115,30,0.026548673,10,0.008849558,0.053097346,10,0.008849558,20,0.017699115,130,0.115044248,0.141592921,20,0.017699115,20,0.017699115,10,0.008849558,0.044247788,1130,760,BP_PRE_1900,0.67,130,BP_1993_1999,0.12,0.17
LSOA,E01004663,Westminster 012E,0,930,100,0,0,30,Westminster 012E,430,0.405660377,120,0.113207547,40,0.037735849,210,0.198113208,0.235849057,0,0,130,0.122641509,40,0.037735849,0.160377358,30,0.028301887,40,0.037735849,1,0.000943396,0.066981132,10,0.009433962,10,0.009433962,1,0.000943396,0.01981132,1060,430,BP_PRE_1900,0.41,210,BP_1930_1939,0.2,0.49
LSOA,E01004665,Westminster 024A,0,620,10,0,0,0,Westminster 024A,10,0.015873016,0,0,0,0,0,0,0,590,0.936507937,0,0,0,0,0.936507937,30,0.047619048,0,0,0,0,0.047619048,0,0,0,0,0,0,0,630,590,BP_1945_1954,0.94,30,BP_1973_1982,0.05,0.05
LSOA,E01004666,Westminster 023B,0,520,70,0,0,10,Westminster 023B,230,0.338235294,0,0,40,0.058823529,90,0.132352941,0.19117647,110,0.161764706,1,0.001470588,100,0.147058824,0.310294118,1,0.001470588,10,0.014705882,0,0,0.01617647,1,0.001470588,1,0.001470588,80,0.117647059,0.120588235,680,230,BP_PRE_1900,0.34,110,BP_1945_1954,0.16,0.48
LSOA,E01004667,Westminster 023C,0,700,160,0,0,100,Westminster 023C,370,0.381443299,0,0,160,0.164948454,0,0,0.164948454,140,0.144329897,10,0.010309278,0,0,0.154639175,10,0.010309278,1,0.001030928,90,0.092783505,0.104123711,20,0.020618557,70,0.072164948,100,0.103092784,0.195876289,970,370,BP_PRE_1900,0.38,160,BP_1919_1929,0.16,0.43
LSOA,E01004668,Westminster 023D,0,540,140,0,0,0,Westminster 023D,260,0.382352941,0,0,0,0,0,0,0,370,0.544117647,10,0.014705882,20,0.029411765,0.588235294,0,0,0,0,0,0,0,10,0.014705882,0,0,10,0.014705882,0.029411764,680,370,BP_1945_1954,0.54,260,BP_PRE_1900,0.38,0.7
LSOA,E01004669,Westminster 024B,0,770,0,0,0,0,Westminster 024B,90,0.116883117,20,0.025974026,0,0,0,0,0,630,0.818181818,0,0,0,0,0.818181818,0,0,20,0.025974026,0,0,0.025974026,0,0,0,0,1,0.001298701,0.001298701,770,630,BP_1945_1954,0.82,90,BP_PRE_1900,0.12,0.14
LSOA,E01004670,Westminster 009A,0,900,40,0,0,20,Westminster 009A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,850,0.885416667,0,0,1,0.001041667,0.886458334,100,0.104166667,0,0,10,0.010416667,0.114583334,960,850,BP_1973_1982,0.89,100,BP_2000_2009,0.1,0.12
LSOA,E01004674,Westminster 005A,0,660,150,0,0,30,Westminster 005A,590,0.710843373,0,0,0,0,0,0,0,0,0,0,0,10,0.012048193,0.012048193,200,0.240963855,30,0.036144578,10,0.012048193,0.289156626,0,0,0,0,1,0.001204819,0.001204819,830,590,BP_PRE_1900,0.71,200,BP_1973_1982,0.24,0.34
LSOA,E01004675,Westminster 005B,0,1080,30,0,0,30,Westminster 005B,650,0.575221239,0,0,0,0,0,0,0,0,0,0,0,100,0.088495575,0.088495575,190,0.168141593,1,0.000884956,160,0.14159292,0.310619469,30,0.026548673,20,0.017699115,1,0.000884956,0.045132744,1130,650,BP_PRE_1900,0.58,190,BP_1973_1982,0.17,0.29
LSOA,E01004676,Westminster 006A,0,710,40,0,0,10,Westminster 006A,700,0.909090909,10,0.012987013,0,0,20,0.025974026,0.025974026,0,0,20,0.025974026,0,0,0.025974026,1,0.001298701,10,0.012987013,1,0.001298701,0.015584415,10,0.012987013,0,0,1,0.001298701,0.014285714,770,700,BP_PRE_1900,0.91,20,BP_1955_1964,0.03,0.03
LSOA,E01004677,Westminster 005C,0,840,20,0,0,10,Westminster 005C,770,0.885057471,0,0,0,0,0,0,0,0,0,10,0.011494253,0,0,0.011494253,40,0.045977011,20,0.022988506,20,0.022988506,0.091954023,0,0,1,0.001149425,1,0.001149425,0.00229885,870,770,BP_PRE_1900,0.89,40,BP_1973_1982,0.05,0.05
LSOA,E01004678,Westminster 005D,0,660,160,0,0,20,Westminster 005D,660,0.776470588,0,0,0,0,0,0,0,0,0,1,0.001176471,10,0.011764706,0.012941177,70,0.082352941,70,0.082352941,10,0.011764706,0.176470588,20,0.023529412,1,0.001176471,10,0.011764706,0.036470589,850,660,BP_PRE_1900,0.78,70,BP_1983_1992,0.08,0.11
LSOA,E01004679,Westminster 005E,0,970,30,0,0,10,Westminster 005E,650,0.643564356,0,0,0,0,0,0,0,0,0,10,0.00990099,0,0,0.00990099,0,0,50,0.04950495,150,0.148514851,0.198019801,120,0.118811881,30,0.02970297,1,0.000990099,0.14950495,1010,650,BP_PRE_1900,0.64,150,BP_1993_1999,0.15,0.23
LSOA,E01004680,Westminster 015A,0,730,210,0,0,10,Westminster 015A,390,0.40625,10,0.010416667,10,0.010416667,170,0.177083333,0.1875,20,0.020833333,40,0.041666667,0,0,0.0625,300,0.3125,10,0.010416667,1,0.001041667,0.323958334,20,0.020833333,0,0,1,0.001041667,0.021875,960,390,BP_PRE_1900,0.41,300,BP_1973_1982,0.31,0.77
LSOA,E01004681,Westminster 016A,0,1200,40,0,0,10,Westminster 016A,940,0.752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0.064,1,0.0008,0,0,0.0648,220,0.176,1,0.0008,10,0.008,0.1848,1250,940,BP_PRE_1900,0.75,220,BP_2000_2009,0.18,0.23
LSOA,E01004682,Westminster 016B,0,790,70,0,0,10,Westminster 016B,660,0.76744186,0,0,0,0,140,0.162790698,0.162790698,0,0,10,0.011627907,0,0,0.011627907,1,0.001162791,0,0,1,0.001162791,0.002325582,40,0.046511628,10,0.011627907,1,0.001162791,0.059302326,860,660,BP_PRE_1900,0.77,140,BP_1930_1939,0.16,0.21
LSOA,E01004683,Westminster 015B,0,750,200,0,0,20,Westminster 015B,650,0.670103093,1,0.001030928,1,0.001030928,40,0.041237113,0.042268041,10,0.010309278,220,0.226804124,20,0.020618557,0.257731959,0,0,20,0.020618557,0,0,0.020618557,1,0.001030928,0,0,10,0.010309278,0.011340206,970,650,BP_PRE_1900,0.67,220,BP_1955_1964,0.23,0.34
LSOA,E01004684,Westminster 015C,0,880,60,0,0,10,Westminster 015C,100,0.105263158,1,0.001052632,60,0.063157895,10,0.010526316,0.073684211,0,0,1,0.001052632,760,0.8,0.801052632,10,0.010526316,0,0,0,0,0.010526316,0,0,0,0,10,0.010526316,0.010526316,950,760,BP_1965_1972,0.8,100,BP_PRE_1900,0.11,0.13
LSOA,E01004686,Westminster 015E,0,1090,80,0,0,0,Westminster 015E,120,0.102564103,0,0,0,0,660,0.564102564,0.564102564,0,0,30,0.025641026,260,0.222222222,0.247863248,40,0.034188034,0,0,0,0,0.034188034,30,0.025641026,40,0.034188034,10,0.008547009,0.068376069,1170,660,BP_1930_1939,0.56,260,BP_1965_1972,0.22,0.39
LSOA,E01004687,Westminster 019A,0,660,470,0,0,20,Westminster 019A,950,0.833333333,10,0.00877193,0,0,20,0.01754386,0.01754386,20,0.01754386,80,0.070175439,10,0.00877193,0.096491229,10,0.00877193,0,0,0,0,0.00877193,40,0.035087719,0,0,10,0.00877193,0.043859649,1140,950,BP_PRE_1900,0.83,80,BP_1955_1964,0.07,0.08
LSOA,E01004688,Westminster 019B,0,610,110,0,0,10,Westminster 019B,620,0.849315068,10,0.01369863,1,0.001369863,30,0.04109589,0.042465753,10,0.01369863,10,0.01369863,1,0.001369863,0.028767123,1,0.001369863,1,0.001369863,0,0,0.002739726,40,0.054794521,1,0.001369863,1,0.001369863,0.057534247,730,620,BP_PRE_1900,0.85,40,BP_2000_2009,0.05,0.06
LSOA,E01004689,Westminster 019C,0,830,280,10,10,10,Westminster 019C,460,0.407079646,0,0,90,0.079646018,1,0.000884956,0.080530974,20,0.017699115,1,0.000884956,130,0.115044248,0.133628319,0,0,10,0.008849558,1,0.000884956,0.009734514,300,0.265486726,120,0.10619469,1,0.000884956,0.372566372,1130,460,BP_PRE_1900,0.41,300,BP_2000_2009,0.27,0.65
LSOA,E01004690,Westminster 019D,0,450,430,10,0,20,Westminster 019D,740,0.822222222,10,0.011111111,0,0,10,0.011111111,0.011111111,0,0,20,0.022222222,20,0.022222222,0.044444444,1,0.001111111,10,0.011111111,1,0.001111111,0.013333333,50,0.055555556,10,0.011111111,30,0.033333333,0.1,900,740,BP_PRE_1900,0.82,50,BP_2000_2009,0.06,0.07
